126.76,65.811,50.365,52.915,39.713,-1.6285,-55.558,21.472,13.738,40.953,5.4649,6.9054,18.757,-6.947,28.419,4.3891,9.2707,-2.1204,3.0077,3.4974,-123.99,-63.686,-49.263,-51.413,-38.878,1.6425,55.977,-21.472,-13.738,-40.953,-5.421,-6.8468,-18.512,6.947,-28.419,-4.3808,-9.1606,2.1297,-2.9885,-3.4687,192.57,36.311,5.0034,0.00025581,6.947,-6.6071,6.608,-0.27088,-0.13283,1.7502,3.6953,11.588,-4.6416,0.83079,14.663,4.6904,2.4147,8.0226,-8.3771,2.7943,3.0453,2.8768,-2.7769,0.69291,2.4156,9.2471,-3.1374,0.26146,1.1037,-2.8603,-4.9806,-10.265,5.5827,0.13367,-10.647,-4.5986,-2.2929,-7.5401,8.5678,-1.9741,-3.0231,-2.6427,2.7986,-0.67551,-2.3573
126.09,65.604,56.457,52.317,39.695,-8.7278,-53.202,26.608,15.961,42.414,7.6838,8.7847,17.935,-3.2486,29.857,7.786,10.528,-5.0529,0.79251,6.7683,-123.35,-63.492,-55.072,-50.849,-38.861,8.7958,53.587,-26.608,-15.961,-42.414,-7.6179,-8.6918,-17.712,3.2486,-29.857,-7.7647,-10.386,5.0766,-0.78925,-6.6875,191.7,36.15,15.057,0.00018917,3.2486,-6.6465,6.6475,0.47792,-0.049647,1.848,4.6904,11.404,-3.912,1.3256,14.779,4.3506,2.7844,7.5506,-8.8558,3.5339,3.4997,3.166,-2.3571,0.99101,2.2996,9.1969,-3.2293,0.71875,0.9163,-2.96,-5.8342,-10.189,5.3219,-0.020188,-10.497,-4.2126,-2.591,-7.1115,8.9993,-2.6234,-3.4429,-2.865,2.4126,-0.98805,-2.135
130.21,65.72,50.027,50.32,38.431,-3.857,-50.198,19.11,14.339,44.925,3.571,9.5467,18.961,-16.845,35.955,4.5895,11.073,-0.11985,0.60953,2.6731,-127.28,-63.602,-48.94,-48.961,-37.648,3.879,50.543,-19.11,-14.339,-44.925,-3.5379,-9.4374,-18.712,16.845,-35.955,-4.5814,-10.923,0.12791,-0.60618,-2.6492,195.93,37.004,22.844,2.8057,16.845,-6.5555,6.5564,-0.23488,-0.36762,1.6935,3.7214,11.715,-4.5677,0.83503,15.1,5.1491,2.9556,7.9766,-7.8274,2.5082,2.5607,2.5574,-3.2607,1.1283,2.8112,9.6644,-3.1121,0.17315,0.9043,-2.9611,-4.9868,-10.626,5.3191,0.21336,-10.333,-5.0796,-2.7283,-7.486,8.3824,-1.2032,-2.5393,-2.2373,3.2796,-1.1252,-2.7627
128.38,66.825,50.976,52.263,40.448,-2.9229,-49.942,20.428,15.432,44.792,5.5768,7.8279,19.37,-18.559,38.986,3.8589,9.7191,-0.86324,2.4399,3.1493,-125.53,-64.633,-49.848,-50.798,-39.582,2.9418,50.284,-20.428,-15.432,-44.792,-5.5298,-7.7536,-19.11,18.559,-38.986,-3.8523,-9.6001,0.87078,-2.4265,-3.1228,195.2,36.825,20.008,0.20218,18.559,-6.8026,6.804,-0.18053,-0.10096,1.871,3.8825,11.456,-4.4174,1.0551,14.716,4.9471,2.5712,8.1036,-8.4038,3.1347,2.7865,2.7099,-3.0311,0.81666,2.597,9.6611,-3.0559,0.28868,0.9616,-2.8817,-5.1548,-10.378,5.2691,0.16288,-9.9915,-4.8487,-2.4167,-7.5925,9.0728,-1.5947,-2.7689,-2.4568,3.0487,-0.80454,-2.5432
130.3,66.437,62.758,50.202,39.281,-17.518,-46.281,20.596,16.066,45.951,6.7862,9.5701,19.18,-21.243,41.839,11.095,10.391,-2.2851,0.68508,3.4937,-127.36,-64.273,-61.044,-48.849,-38.463,17.744,46.578,-20.596,-16.066,-45.951,-6.7269,-9.4606,-18.926,21.243,-41.839,-11.057,-10.257,2.2958,-0.68171,-3.463,196.73,37.18,57.482,3.2087,21.243,-6.5864,6.5882,1.1163,-0.5653,1.6111,5.7015,11.902,-3.9462,1.301,15.093,4.9188,2.9175,7.8858,-8.1248,3.3233,2.9328,2.6747,-2.9694,1.0896,2.6738,9.7074,-2.9535,1.4858,1.0804,-2.7728,-6.4369,-10.967,4.8015,0.018214,-10.127,-4.7945,-2.6896,-7.3872,8.9581,-1.5511,-2.8306,-2.3886,2.9945,-1.0866,-2.6114
128.51,60.711,58.492,43.658,32.708,-19.507,-46.278,23.058,13.293,39.336,3.8483,7.9401,15.329,-0.00014417,23.058,4.893,6.5838,-2.0271,0.31236,1.6044,-125.66,-58.904,-57.002,-42.635,-32.14,19.778,46.572,-23.058,-13.293,-39.336,-3.8196,-7.8625,-15.158,0.00014417,-23.058,-4.8829,-6.5241,2.0349,-0.30991,-1.5919,189.22,35.786,11.843,9.1612e-05,0.00014421,-5.7036,5.7045,0.95063,-0.96263,1.2846,5.2694,11.775,-3.5675,1.1223,16.029,4.3786,2.8165,7.399,-6.8957,2.2761,3.3269,2.8365,-2.5001,1.055,2.3158,8.5802,-3.5627,0.70332,0.46772,-3.2191,-5.8978,-10.847,4.6196,-0.22432,-12.224,-4.3184,-2.655,-7.0631,6.9719,-1.7388,-3.2999,-2.7096,2.5184,-1.0527,-2.2904
129.09,65.356,55.751,49.931,38.378,-10.34,-48.845,24.801,17.005,43.218,7.3847,7.7405,15.19,-13.782,38.584,6.0172,7.6762,-5.4961,0.42863,6.069,-126.21,-63.26,-54.399,-48.592,-37.596,10.429,49.171,-24.801,-17.005,-43.218,-7.3231,-7.6666,-15.022,13.782,-38.584,-6.0029,-7.5961,5.5232,-0.42615,-6.0031,194.44,36.724,29.192,0.00022938,13.782,-6.6149,6.6156,0.52528,-0.11215,1.8489,4.7572,11.156,-3.5947,1.603,14.914,4.2848,2.7752,7.3512,-8.8151,3.9977,3.5456,3.0645,-2.2924,1.0213,2.24,9.5699,-3.2637,0.53585,0.58466,-3.1227,-5.8491,-10.127,4.8174,-0.12006,-10.478,-4.1558,-2.6213,-7.021,9.2469,-2.4816,-3.5076,-2.8942,2.3558,-1.019,-2.1058
127.9,63.247,54.701,46.773,36.121,-12.375,-45.119,26.315,15.165,46.468,4.5571,7.5015,20.931,-0.00047095,26.316,9.6085,14.774,-0.39469,3.5366,4.3074,-125.08,-61.284,-53.4,-45.599,-35.429,12.492,45.4,-26.315,-15.165,-46.468,-4.5181,-7.4334,-20.631,0.00047095,-26.316,-9.5795,-14.51,0.40227,-3.5104,-4.2661,191.15,36.099,10.519,0.00022168,0.00047131,-6.2362,6.2375,0.43022,-0.5609,1.6449,4.6147,11.703,-3.7874,1.0929,15.855,5.0356,2.4335,8.4468,-7.4287,2.2708,2.741,2.9209,-3.1362,0.69186,2.7243,9.0298,-3.4444,0.41703,0.5278,-3.195,-5.636,-10.816,5.1579,0.077326,-10.753,-4.9539,-2.2919,-7.8562,7.5173,-1.5713,-2.6638,-2.3598,3.1539,-0.66811,-2.6402
131.87,63.327,58.643,46.283,34.869,-17.039,-48.224,22.607,15.639,36.737,9.3536,5.7559,12.672,-13.233,35.84,4.1835,4.4197,-5.9192,1.0502,6.2023,-128.86,-61.36,-57.145,-45.132,-34.224,17.252,48.541,-22.607,-15.639,-36.737,-9.2679,-5.7127,-12.548,13.233,-35.84,-4.1733,-4.3835,5.9481,-1.0466,-6.1367,195.19,36.949,42.988,0.0003344,13.233,-6.1611,6.1627,0.97559,-0.47521,1.5306,5.3418,11.064,-3.194,1.7688,15.037,3.7237,2.5216,7.0439,-8.5258,4.3199,4.1504,3.3822,-1.6766,0.83166,1.8286,9.4999,-3.3528,0.71597,0.37635,-3.2206,-6.1153,-10.064,4.2059,-0.51344,-11.703,-3.5442,-2.4317,-6.8002,8.9252,-3.0081,-4.1234,-3.305,1.7442,-0.82839,-1.695
131.88,65.27,53.239,49.033,37.318,-8.5561,-49.47,19.649,15.873,45.623,6.598,7.8488,17.411,-23.03,42.68,7.2975,12.277,-1.4283,1.4571,5.9112,-128.88,-63.179,-52.006,-47.742,-36.578,8.62,49.805,-19.649,-15.873,-45.623,-6.5407,-7.7733,-17.195,23.03,-42.68,-7.2796,-12.092,1.4366,-1.4509,-5.8444,197.15,37.28,38.014,2.9671,23.03,-6.5461,6.547,0.20722,-0.27909,1.7667,4.3791,11.496,-3.9782,1.3069,15.227,4.9248,2.73,7.9566,-8.2226,3.4623,2.8625,2.8319,-2.9852,0.97282,2.6989,9.8868,-3.2208,0.35326,0.61029,-3.1673,-5.535,-10.439,4.7603,-0.018069,-10.32,-4.8048,-2.5728,-7.5317,9.1864,-1.6168,-2.8148,-2.4371,3.0048,-0.9672,-2.5629
