129.22,64.842,62.7,48.216,37.64,-19.431,-44.843,25.775,15.467,45.36,6.2938,6.7715,16.122,-3.1123,28.888,11.425,10.089,-1.3825,1.8434,3.542,-126.34,-62.78,-60.989,-46.969,-36.89,19.704,45.122,-25.775,-15.467,-45.36,-6.2408,-6.7139,-15.932,3.1123,-28.888,-11.385,-9.9622,1.3902,-1.8349,-3.5115,194.06,36.673,44.205,0.0032111,3.1123,-6.3198,6.3223,1.1815,-0.76199,1.4892,5.7576,11.984,-3.8147,1.1521,15.479,4.7991,2.6109,7.8993,-7.6604,2.5283,3.038,2.7238,-2.8702,0.89094,2.6089,9.2925,-3.1179,1.4085,0.95408,-2.8581,-6.3751,-11.103,5.1321,0.066603,-10.612,-4.6882,-2.4909,-7.5256,7.7703,-1.6846,-2.9298,-2.4533,2.8882,-0.88328,-2.5467
132.28,64.653,62.959,48.923,36.326,-19.041,-53.038,14.85,12.181,40.257,5.0797,8.5113,18.575,-18.317,33.168,10.252,7.6921,-1.0333,1.3962,0.21964,-129.26,-62.605,-61.233,-47.638,-35.627,19.303,53.423,-14.85,-12.181,-40.257,-5.0376,-8.4237,-18.335,18.317,-33.168,-10.219,-7.6158,1.0409,-1.3903,-0.20843,196.93,37.274,60.738,3.1782,18.317,-6.0807,6.0809,1.1147,-1.0411,1.1621,5.523,12.456,-4.5012,0.76146,15.267,4.9074,2.7596,7.9527,-7.3308,2.362,2.8865,2.5339,-3.0012,0.97731,2.6513,9.477,-2.9364,1.5467,1.3519,-2.688,-6.1686,-11.243,4.9687,-0.0062761,-11.344,-4.8191,-2.5773,-7.4793,7.956,-1.2529,-2.7988,-2.3716,3.0191,-0.97198,-2.6284
132.77,63.484,57.067,45.577,34.738,-16.095,-45.856,21.433,14.101,44.336,5.1548,8.9538,16.11,-8.8348,30.268,10.765,11.151,0.053362,-0.23358,3.1219,-129.72,-61.508,-55.648,-44.461,-34.097,16.284,46.146,-21.433,-14.101,-44.336,-5.1115,-8.8559,-15.922,8.8348,-30.268,-10.729,-10.998,-0.046298,0.2368,-3.0942,196.25,37.154,44.256,0.15881,8.8348,-6.0727,6.075,0.66762,-0.90612,1.3703,4.8969,11.995,-4.0315,0.97173,15.784,4.9596,3.0418,7.726,-7.1577,2.2046,2.8432,2.589,-3.0525,1.2382,2.7911,9.5377,-3.2294,0.68599,0.69889,-3.0759,-5.734,-11.078,4.9531,0.03901,-11.098,-4.869,-2.8382,-7.3559,7.3651,-1.2819,-2.7475,-2.2652,3.0691,-1.2353,-2.7348
125.31,66.816,51.665,52.862,41.526,-3.0267,-48.018,29.92,18.316,48.835,5.6267,9.3194,19.273,-5.5318,35.452,4.2038,11.936,-3.6749,0.96126,6.3337,-122.6,-64.623,-50.506,-51.364,-40.612,3.0482,48.335,-29.92,-18.316,-48.835,-5.5808,-9.2156,-19.018,5.5318,-35.452,-4.196,-11.759,3.6912,-0.95726,-6.2599,192.13,36.192,4.8677,0.00016844,5.5318,-7.0405,7.0412,-0.052862,0.31824,2.2381,4.2437,11.098,-3.7943,1.4641,14.89,4.7532,2.839,7.8289,-9.072,3.5029,3.0018,2.9811,-2.819,1.0229,2.5464,9.4872,-3.2838,0.28241,0.64172,-3.106,-5.5091,-10.1,5.5691,0.2559,-9.3446,-4.6572,-2.6229,-7.3271,9.2542,-2.2235,-2.981,-2.604,2.8572,-1.0193,-2.396
126.11,63.614,48.31,47.858,37.264,-4.4196,-44.929,32.524,18.725,46.058,8.4321,9.0648,20.883,-5.0921e-05,32.524,7.3283,6.1521,-5.3514,1.9636,2.9819,-123.36,-61.626,-47.297,-46.628,-36.526,4.4468,45.205,-32.524,-18.725,-46.058,-8.3573,-8.9676,-20.592,5.0921e-05,-32.524,-7.3085,-6.0963,5.3768,-1.9546,-2.9612,189.72,35.783,5.5091e-05,1.5122e-05,5.0924e-05,-6.6402,6.6404,-0.064083,0.2854,2.1968,4.0924,10.49,-2.9501,1.8539,15.36,4.1779,2.5798,7.6395,-8.8491,3.8253,3.6908,3.1252,-2.1616,0.77757,2.0356,9.1923,-3.7353,-0.31651,-0.14706,-3.6061,-5.3463,-9.6182,5.0238,-0.05643,-10.361,-4.0212,-2.3776,-7.0662,8.9754,-2.7451,-3.6384,-3.0065,2.2212,-0.76938,-1.9935
134.98,65.064,57.71,47.561,35.962,-14.79,-48.996,10.692,13.256,38.15,6.4042,10.506,22.98,-35.818,46.51,7.9482,13.145,-3.3318,1.6592,5.2737,-131.84,-62.989,-56.259,-46.345,-35.275,14.954,49.324,-10.692,-13.256,-38.15,-6.3502,-10.376,-22.631,35.818,-46.51,-7.927,-12.932,3.3464,-1.6518,-5.2192,200.05,37.9,65.448,13.362,35.818,-6.2812,6.2822,0.66787,-0.65873,1.4084,5.012,11.479,-3.7567,1.328,14.835,4.7759,2.8032,8.0904,-7.7915,3.7852,3.0274,3.0343,-2.8289,0.93402,2.5296,10.061,-3.022,0.82568,0.76066,-2.9702,-5.9113,-10.443,4.0063,-0.42754,-11.285,-4.663,-2.534,-7.4023,9.9582,-1.5922,-2.9711,-2.5813,2.863,-0.92734,-2.4187
128.22,62.378,51.154,46.644,34.935,-8.7177,-49.411,25.402,14.635,41.033,6.0173,8.0481,19.66,-0.0029415,25.404,4.3237,13.556,-2.2036,2.3543,6.7973,-125.38,-60.469,-50.017,-45.476,-34.287,8.7819,49.743,-25.402,-14.635,-41.033,-5.9701,-7.9702,-19.396,0.0029415,-25.404,-4.315,-13.329,2.212,-2.3419,-6.7153,190.6,36.006,0.52207,0.00031908,0.0029418,-6.1447,6.1466,0.14473,-0.36606,1.6633,4.1536,11.252,-3.6313,1.2745,15.528,4.4333,2.5405,7.8978,-7.8929,2.984,3.3084,3.3056,-2.5146,0.77833,2.3444,8.9815,-3.5755,0.008876,0.31654,-3.3492,-5.3121,-10.203,4.9089,-0.18125,-11.457,-4.3345,-2.3783,-7.3774,7.9931,-2.3271,-3.2854,-2.8225,2.5345,-0.76707,-2.1775
131.62,63.736,50.153,47.484,35.423,-6.8528,-50.855,16.162,10.936,38.229,3.2348,6.178,16.402,-8.1951,24.357,7.6866,12.695,-0.23847,2.5604,4.0032,-128.63,-61.745,-49.058,-46.273,-34.757,6.895,51.208,-16.162,-10.936,-38.229,-3.2048,-6.1293,-16.205,8.1951,-24.357,-7.6672,-12.499,0.24591,-2.5459,-3.966,195.36,36.947,22.237,0.021059,8.1951,-6.0531,6.0544,-0.14452,-0.84386,1.287,3.6071,11.875,-4.6558,0.57566,15.224,5.0079,2.5152,8.1296,-7.1102,1.9054,2.7237,2.7507,-3.1276,0.81389,2.7418,9.3583,-3.1459,0.11613,0.92702,-2.9173,-4.8221,-10.761,5.2048,0.031941,-11.642,-4.945,-2.4139,-7.741,7.299,-1.3075,-2.6724,-2.334,3.145,-0.80072,-2.666
129.21,65.416,62.323,51.44,38.31,-15.897,-55.25,14.829,10.911,36.071,4.8624,5.8619,12.825,-11.972,26.801,7.8072,10.121,-2.0373,1.0799,5.1722,-126.33,-63.32,-60.633,-50.02,-37.533,16.084,55.666,-14.829,-10.911,-36.071,-4.8237,-5.8164,-12.693,11.972,-26.801,-7.7867,-9.9926,2.0465,-1.0756,-5.1196,194.62,36.772,45.296,0.016557,11.972,-6.175,6.1773,0.96875,-0.93275,1.1603,5.1618,12.368,-4.7541,0.63277,14.737,4.7088,2.6807,7.6687,-7.6196,2.3939,3.048,2.7881,-2.8064,0.98607,2.592,9.1462,-2.8305,1.5321,1.6521,-2.4509,-5.9992,-11.056,5.2257,-0.026285,-11.521,-4.6277,-2.5861,-7.4098,7.9432,-1.6673,-2.9936,-2.5152,2.8277,-0.98217,-2.4848
130.43,63.664,55.088,49.759,35.733,-9.8694,-58.85,15.082,10.594,32.649,6.4557,5.9586,11.938,-9.6341,24.716,4.2751,6.294,-2.5242,0.52367,4.4899,-127.49,-61.678,-53.767,-48.43,-35.056,9.948,59.318,-15.082,-10.594,-32.649,-6.4052,-5.9118,-11.823,9.6341,-24.716,-4.2662,-6.2377,2.5331,-0.52112,-4.4503,194.09,36.7,26.977,0.00023317,9.6341,-6.0297,6.0304,0.36367,-0.69552,1.2582,4.2042,11.904,-4.5857,0.76171,14.824,4.2546,2.6919,7.2813,-7.8377,2.7688,3.4958,2.9535,-2.3279,0.99459,2.2469,9.1688,-3.1412,0.56966,1.1416,-2.8548,-5.322,-10.428,5.0689,-0.18895,-12.105,-4.1488,-2.5946,-7.0546,8.0857,-2.1477,-3.4721,-2.8336,2.3488,-0.99228,-2.1664
