142.54,70.839,34.11,66.586,68.861,46.817,55.41,-17.444,32.775,15.375,22.725,13.324,-1.3917,24.117,37.1,-9.281e-05,5.8841,15.909,6.219,2.4792,3.1726,4.2857,0.98498,-4.3878,7.7493,7.3348,12.52,6.0812,-1.2897,2.9092,4.7537,1.2204,0.9174,3.1544,-2.2405,18.202,7.0939,8.8605,5.191,1.7803,16.472,-139.07,-68.794,-33.485,-66.027,-66.781,-45.635,-55.036,17.634,-32.495,-15.335,-22.725,-13.324,1.3917,-24.117,-37.1,9.281e-05,-5.8404,-15.731,-6.176,-2.4662,-3.1666,-4.2644,-0.98405,4.3963,-7.6868,-7.313,-12.44,-6.0441,1.2903,-2.8948,-4.7234,-1.2173,-0.91392,-3.1162,2.2476,-18.202,-6.9812,-8.6092,-5.1252,-1.7748,-16.427,213.38,36.526,54.321,9.9513,1.3917,9.2815e-05,-5.7604,5.7607,2.5223,1.5137,1.1744,-0.47093,-13.306,9.8052,-1.3653,-10.593,-3.6878,1.2758,-8.0058,3.2902,16.976,-6.3984,2.154,6.7073,3.4116,0.46309,1.5212,1.6881,0.74464,-2.6572,3.514,4.3576,9.4791,4.2913,-1.8914,2.619,2.3221,0.98997,1.0424,2.3571,-1.3207,6.2958,1.7829,1.8276,0.6698,0.19316,0.56373,10.348,-2.7137,-4.4921,-0.77723,3.1809,0.12143,13.685,-11.394,0.49361,9.8064,4.7157,-0.36406,8.1318,-2.6923,-13.375,6.4502,-2.0631,-6.3557,-3.3212,-0.45133,-1.4992,-1.6446,-0.74277,2.6743,-3.3743,-4.3008,-9.3086,-4.2147,1.8926,-2.59,-2.2749,-0.98363,-1.0363,-2.3,1.3344,-4.9449,-1.5698,-1.3546,-0.54538,-4.5622,-1.7335
134.11,75.466,42.44,71.463,56.58,55.697,57.752,6.0959,19.705,26.035,28.393,16.573,-1.4695,29.862,45.097,-0.0006185,8.8098,18.126,6.6477,0.81064,2.6314,6.9146,2.5108,-9.5051,11.057,6.9531,13.752,6.838,-0.38233,3.3748,6.4108,1.5045,0.77295,5.1459,-4.3777,21.404,7.6445,9.3604,5.342,0.81527,20.665,-131.04,-73.139,-41.473,-70.813,-55.183,-54.027,-57.345,-6.0372,-19.603,-25.944,-28.393,-16.573,1.4695,-29.862,-45.097,0.0006185,-8.7152,-17.899,-6.5983,-0.80786,-2.6266,-6.8625,-2.5064,9.5371,-10.939,-6.9334,-13.661,-6.7935,0.38271,-3.3559,-6.3592,-1.4995,-0.76824,-5.0649,4.3994,-21.404,-7.5126,-9.077,-5.2712,-0.81103,-20.593,209.58,35.662,1.5313,14.814,1.4695,0.00061877,-7.2243,7.2259,4.0546,1.9311,-0.40554,1.3346,-12.74,8.6801,-1.1196,-10.297,-4.0104,1.4254,-9.7865,4.1665,17.045,-8.7273,2.6238,6.9433,3.6343,0.82707,1.7306,1.8782,0.87218,-2.5366,3.5631,4.1387,9.5997,4.3575,-1.7964,2.9426,2.4686,1.3043,1.4032,2.421,-1.026,6.6334,1.8318,1.8847,0.68264,0.29738,0.95187,10.613,-3.1311,-4.9745,-0.93064,1.849,-0.19107,13.24,-10.614,-0.28626,9.7011,5.6201,-0.0038361,9.9747,-3.2426,-11.974,8.8243,-2.4271,-6.4963,-3.5306,-0.82456,-1.7128,-1.7722,-0.86336,2.6006,-3.3006,-4.0872,-9.4036,-4.2658,1.7972,-2.9043,-2.3882,-1.294,-1.395,-2.3,1.0675,-4.784,-1.5826,-1.3512,-0.54883,-4.6194,-2.014
140.02,73.296,37.771,68.659,57.607,49.418,50.964,-3.6074,21.734,18.489,25.992,16.56,-8.311,34.303,44.594,-0.00061926,8.0194,15.029,5.9257,0.040683,3.5311,3.7106,1.6987,-5.3799,7.4716,9.5314,19.53,8.9723,-4.9654,3.6588,3.936,1.481,-3.1274,3.736,-6.8871,16.896,4.8671,5.0912,2.2845,0.97236,15.969,-136.67,-71.104,-37.003,-68.062,-56.155,-48.102,-50.642,3.6514,-21.611,-18.436,-25.992,-16.56,8.311,-34.303,-44.594,0.00061926,-7.9392,-14.866,-5.8839,-0.038824,-3.5235,-3.6932,-1.6964,5.3914,-7.4135,-9.4989,-19.375,-8.9044,4.9684,-3.6376,-3.9111,-1.4757,3.1511,-3.6878,6.9377,-16.896,-4.8124,-5.0052,-2.2715,-0.96894,-15.927,213.32,36.415,24.867,15.442,8.311,0.00061979,-6.5004,6.5012,3.269,1.7075,0.19717,0.24721,-13.548,8.1906,-0.61035,-10.796,-3.3343,1.7268,-8.9249,4.2548,17.609,-8.0588,2.7133,6.7823,3.678,0.94667,1.7902,1.8684,0.93298,-2.4717,3.3242,4.1223,9.9098,4.4789,-1.6235,3.0368,2.7094,1.3939,1.7956,2.372,-0.61792,4.9346,1.5642,1.5257,0.56097,-0.058715,-0.54734,10.722,-2.9075,-4.8017,-0.8598,1.497,-0.18597,13.747,-10.16,-0.73951,10.057,4.6701,-0.31169,9.2098,-3.0444,-12.615,8.1414,-2.5467,-6.4602,-3.5902,-0.94499,-1.7622,-1.833,-0.92835,2.4945,-3.1945,-4.0378,-9.5765,-4.339,1.6296,-2.9939,-2.6706,-1.3832,-1.7541,-2.3,0.71451,-3.8044,-1.461,-1.3637,-0.53631,-4.3053,-0.62926
140.14,72.349,36.799,68.653,60.447,48.875,52.778,-6.1874,25.685,19.415,24.815,15.002,-3.8368,28.652,40.069,-0.00032577,7.175,14.683,5.7574,0.65874,2.3142,4.5629,2.8576,-5.9601,7.3989,3.0282,17.289,8.1769,-2.9894,4.8986,5.1278,2.1017,-3.3367,2.6148,-5.9765,15.587,4.3959,5.1758,2.8218,0.52276,15.104,-136.79,-70.214,-36.072,-68.057,-58.846,-47.588,-52.435,6.2439,-25.513,-19.358,-24.815,-15.002,3.8368,-28.652,-40.069,0.00032577,-7.1103,-14.527,-5.7188,-0.65652,-2.3104,-4.5389,-2.8523,5.9739,-7.341,-3.02,-17.162,-8.1185,2.9907,-4.8682,-5.0913,-2.0942,3.3617,-2.5845,6.0149,-15.587,-4.3504,-5.0871,-2.8023,-0.51975,-15.067,212.49,36.293,28.129,11.167,3.8368,0.00032597,-6.1359,6.1368,2.8726,1.5588,0.45501,-0.12283,-13.444,8.3258,-0.56114,-10.78,-3.4414,1.5576,-8.6039,3.9432,17.089,-7.1812,2.5359,6.6672,3.4519,0.80159,1.5707,1.7497,0.8008,-2.61,3.4668,4.2646,9.8223,4.4554,-1.652,2.9097,2.6804,1.2483,1.6002,2.3453,-0.78868,4.9245,1.5579,1.5317,0.57203,-0.057261,-0.58376,10.375,-2.7588,-4.5298,-0.71578,1.8667,0.094449,13.714,-10.26,-0.63961,10.055,4.6608,-0.39773,8.7737,-3.097,-12.974,7.2466,-2.4016,-6.3598,-3.3707,-0.79959,-1.5568,-1.7008,-0.78996,2.6376,-3.3376,-4.2432,-9.548,-4.335,1.6546,-2.8483,-2.6236,-1.2328,-1.5566,-2.3,0.86191,-3.9515,-1.472,-1.3648,-0.5352,-4.3139,-0.61067
138.73,71.712,36.608,68.129,55.857,49.307,55.365,1.1722,24.734,15.376,29.121,16.708,-0.0054952,29.127,42.033,-3.7631e-05,6.6124,17.12,8.2001,2.3773,4.4776,4.0394,1.3576,-4.1378,5.36,6.7735,18.879,8.446,-6.2382,4.5855,2.1412,1.224,-1.4146,2.7726,-4.1951,18.941,6.8087,7.918,4.2213,1.947,17.048,-135.44,-69.613,-35.886,-67.542,-54.492,-47.997,-54.992,-1.133,-24.575,-15.336,-29.121,-16.708,0.0054952,-29.127,-42.033,3.7631e-05,-6.5583,-16.917,-8.1324,-2.3652,-4.4668,-4.0204,-1.3562,4.1458,-5.3242,-6.7538,-18.731,-8.384,6.2428,-4.5591,-2.1276,-1.2209,1.4225,-2.74,4.2145,-18.941,-6.7048,-7.7164,-4.1777,-1.9414,-17,210.44,35.919,7.683,1.7861,0.0054949,3.7632e-05,-6.4145,6.4147,3.352,1.9634,-0.069781,0.57005,-12.528,8.2485,-0.56541,-10.688,-3.1151,1.8294,-9.2303,4.4454,17.098,-7.1828,2.1866,6.6938,3.4313,0.47414,1.489,1.6047,0.66587,-2.737,3.533,4.4021,9.9504,4.5108,-1.5666,2.6531,2.8071,0.99977,1.5321,2.3487,-0.83039,5.7581,1.7242,1.734,0.62793,0.09356,0.15836,10.45,-3.1634,-5.0254,-1.1443,1.3905,-0.52426,12.905,-10.23,-0.66964,9.9062,4.7849,-0.38615,9.3936,-3.5651,-12.629,7.2483,-2.0741,-6.2945,-3.289,-0.46323,-1.4492,-1.5659,-0.66305,2.753,-3.453,-4.3508,-9.6334,-4.383,1.5759,-2.5998,-2.7859,-0.99331,-1.5183,-2.3,0.86741,-4.3257,-1.5279,-1.3546,-0.5454,-4.4463,-1.3118
140.21,73.386,37.581,67.942,62.323,49.487,52.071,-7.1786,27.234,21.503,21.824,13.641,-5.6139,27.438,41.021,-0.0037511,6.6166,14.933,4.3708,1.3423,0.49486,4.398,-0.40471,-7.1359,9.426,7.3687,13.773,6.7357,-1.0847,2.1715,5.6077,0.21144,-0.9202,4.3849,-5.3103,15.926,4.872,5.7125,3.0933,0.26867,15.701,-136.85,-71.19,-36.823,-67.358,-60.622,-48.168,-51.735,7.2423,-27.041,-21.436,-21.824,-13.641,5.6139,-27.438,-41.021,0.0037511,-6.5608,-14.769,-4.3428,-1.3373,-0.49314,-4.3746,0.40545,7.1543,-9.3398,-7.3475,-13.683,-6.6929,1.0852,-2.1585,-5.5677,-0.20892,0.9254,-4.3235,5.3411,-15.926,-4.8171,-5.6055,-3.0699,-0.26563,-15.66,213.6,36.475,36.917,17.808,5.6139,0.0037534,-6.2131,6.2141,2.8336,1.4103,0.55621,-0.26984,-13.948,8.4685,-0.61777,-10.685,-4.0217,1.1383,-8.13,3.1516,17.346,-7.6821,2.4876,7.0585,3.6776,0.77154,1.8188,1.9781,1.0303,-2.3712,3.3004,4.0427,9.5078,4.2963,-1.8858,3.0247,2.3211,1.3984,1.423,2.3917,-0.97775,5.209,1.585,1.5645,0.58116,0.0030348,-0.34655,10.462,-2.6103,-4.3972,-0.6009,2.1916,0.33829,14.195,-10.383,-0.51697,9.9943,4.9784,-0.18311,8.3163,-2.3814,-13.042,7.7571,-2.3715,-6.7357,-3.6188,-0.76708,-1.8124,-1.9303,-1.0288,2.408,-3.108,-3.9876,-9.3142,-4.2079,1.8869,-2.9984,-2.2589,-1.3932,-1.4139,-2.3,1.0366,-4.1861,-1.4812,-1.3631,-0.53695,-4.3721,-0.83687
140.65,72.697,36.851,68.081,65.689,48.935,52.797,-12.816,27.77,14.966,25.401,15.863,-6.4903,31.891,42.907,-0.00050272,8.5566,17.776,5.4919,0.8726,3.0308,4.6928,0.60191,-6.4223,8.7982,6.3124,19.398,9.1648,-3.3491,3.8996,5.7443,1.6865,-3.2435,2.0004,-5.2674,17.797,5.8031,6.6969,3.5377,1.7473,16.098,-137.26,-70.541,-36.121,-67.494,-63.798,-47.645,-52.453,12.939,-27.569,-14.927,-25.401,-15.863,6.4903,-31.891,-42.907,0.00050272,-8.4674,-17.558,-5.455,-0.86971,-3.0249,-4.6673,-0.60126,6.4379,-8.7207,-6.2952,-19.246,-9.095,3.3507,-3.8771,-5.701,-1.6807,3.267,-1.9771,5.2975,-17.797,-5.7268,-6.5517,-3.5071,-1.7423,-16.055,213.34,36.457,44.671,12.736,6.4903,0.00050314,-6.2798,6.2807,3.0275,1.6235,0.92582,-0.014382,-13.626,9.3263,-1.301,-10.758,-3.366,1.6513,-8.7266,4.0845,17.508,-7.676,2.5824,6.8622,3.5797,0.79694,1.7022,1.7907,0.83877,-2.5626,3.467,4.1642,9.8295,4.4323,-1.6988,2.9362,2.5864,1.2908,1.5285,2.3348,-0.84739,5.4432,1.6427,1.6325,0.59856,0.029055,-0.12434,10.591,-2.8235,-4.6751,-0.80723,2.6238,-0.0030042,13.901,-11.09,0.19035,9.9694,4.6421,-0.35403,8.9529,-3.0382,-12.848,7.7509,-2.3969,-6.4326,-3.5022,-0.79432,-1.6806,-1.7388,-0.83745,2.5938,-3.2938,-4.1194,-9.5012,-4.2883,1.7019,-2.8908,-2.5189,-1.2791,-1.4874,-2.3,0.90491,-4.1802,-1.4986,-1.3592,-0.54075,-4.3926,-1.0506
135.95,73.441,39.303,68.943,63.038,52.339,56.824,-3.6528,27.715,19.191,27.915,16.015,-0.00055673,27.916,42.097,-2.8421e-05,8.4377,17.484,6.3773,0.8317,3.6743,6.5154,3.2448,-6.7978,10.032,4.4722,16.447,7.8126,-2.6556,5.6316,5.1012,0.90226,-2.5036,3.3159,-5.8356,17.383,5.3164,6.1942,3.3211,0.97453,16.457,-132.79,-71.239,-38.474,-68.341,-61.3,-50.864,-56.43,3.7027,-27.514,-19.135,-27.915,-16.015,0.00055673,-27.916,-42.097,2.8421e-05,-8.3509,-17.273,-6.332,-0.82903,-3.6665,-6.4695,-3.238,6.8154,-9.9334,-4.4607,-16.328,-7.7579,2.6566,-5.594,-5.0646,-0.89943,2.5197,-3.275,5.8724,-17.383,-5.2515,-6.069,-3.2941,-0.97091,-16.412,209.39,35.688,17.118,2.8659,0.00055674,2.8422e-05,-6.5365,6.5367,3.2993,1.7106,0.52994,0.42118,-13.192,8.8485,-1.0031,-10.709,-3.4479,1.6349,-9.2313,4.2417,17.087,-7.6809,2.554,6.7345,3.4935,0.77348,1.5982,1.7246,0.73116,-2.6826,3.6388,4.2604,9.8264,4.469,-1.6291,2.8655,2.725,1.1896,1.5831,2.3612,-0.80605,5.293,1.6123,1.5971,0.58979,0.017072,-0.2422,10.18,-2.9106,-4.6463,-0.84815,2.3648,0.12233,13.645,-10.797,-0.1035,9.9828,4.9897,-0.30949,9.3947,-3.4333,-12.601,7.7559,-2.3735,-6.3191,-3.3982,-0.77107,-1.5695,-1.6312,-0.71743,2.7177,-3.4177,-4.2305,-9.5709,-4.3562,1.6312,-2.7896,-2.6681,-1.1838,-1.5551,-2.3,0.87639,-4.0858,-1.4898,-1.3613,-0.53872,-4.371,-0.92203
139.39,73.046,37.985,69.596,53.971,49.512,50.442,4.186,24.32,12.364,28.041,16.886,-4.0265,32.068,46.04,-0.00036766,7.7787,18.176,4.3775,1.8275,2.1522,3.7094,-0.50497,-5.8888,8.7422,5.0357,19.829,9.2981,-3.851,4.2477,5.3736,0.10702,-1.9327,4.9688,-6.9132,19.123,5.6151,6.5431,3.5068,2.4706,16.706,-136.07,-70.867,-37.208,-68.982,-52.697,-48.19,-50.126,-4.1411,-24.166,-12.333,-28.041,-16.886,4.0265,-32.068,-46.04,0.00036766,-7.7043,-17.946,-4.3493,-1.8196,-2.1482,-3.6919,0.50564,5.9021,-8.6659,-5.0232,-19.671,-9.2265,3.853,-4.222,-5.3346,-0.10459,1.9444,-4.8932,6.9648,-19.123,-5.5431,-6.4039,-3.4767,-2.4637,-16.659,212.44,36.252,11.912,9.4668,4.0265,0.0003679,-6.6765,6.6773,3.5678,1.932,-0.30848,0.61452,-13.232,8.068,-0.38806,-10.76,-3.4146,1.6596,-9.0326,4.0642,17.737,-8.3616,2.4448,7.1532,3.7073,0.69012,1.8479,1.8544,0.91884,-2.4825,3.3796,3.9989,9.8537,4.4411,-1.687,3.0296,2.6025,1.3777,1.6425,2.413,-0.791,5.5952,1.6328,1.6221,0.59689,0.054307,0.030931,10.808,-3.132,-5.0692,-1.0355,1.2422,-0.53558,13.408,-10.037,-0.86262,9.9448,4.9684,-0.18847,9.22,-3.0055,-12.444,8.4506,-2.2901,-6.701,-3.6479,-0.68299,-1.8335,-1.8188,-0.91748,2.5092,-3.2092,-3.9665,-9.513,-4.2935,1.6909,-2.9777,-2.5418,-1.3727,-1.622,-2.3,0.88946,-4.1444,-1.4969,-1.36,-0.53995,-4.4041,-1.1911
143.2,71.671,34.744,66.709,63.722,46.599,51.802,-8.1914,34.974,8.0428,24.187,15.934,-10.354,34.541,43.521,-0.0041996,6.2563,16.48,6.8751,2.4407,1.7808,2.8992,0.23278,-5.4339,6.7925,8.5399,18.534,8.6938,-3.6152,3.5618,5.0126,1.3006,-3.6038,3.6987,-7.3316,16.212,4.5516,4.2715,1.496,2.4885,13.761,-139.69,-69.576,-34.094,-66.146,-61.941,-45.428,-51.471,8.2663,-34.655,-8.0223,-24.187,-15.934,10.354,-34.541,-43.521,0.0041996,-6.2068,-16.286,-6.8236,-2.4278,-1.7779,-2.8874,-0.23227,5.4456,-6.7427,-8.5127,-18.392,-8.6295,3.6169,-3.5414,-4.9773,-1.2961,3.6329,-3.6513,7.3889,-16.212,-4.5035,-4.2094,-1.49,-2.4819,-13.73,214.87,36.764,48.078,12.443,10.354,0.0042029,-6.1076,6.109,2.9142,1.676,0.77368,-0.17287,-13.65,8.9307,-0.66092,-10.951,-3.188,1.7451,-8.4967,4.1537,17.785,-7.4917,2.2764,7.1174,3.5931,0.57355,1.6847,1.8051,0.88113,-2.5199,3.3543,4.1969,9.8644,4.4657,-1.6414,2.993,2.6882,1.3519,1.7176,2.3708,-0.70399,4.8742,1.5356,1.4833,0.54476,-0.10048,-0.61666,10.792,-2.876,-4.8054,-0.92965,2.3141,-0.20806,13.88,-10.812,-0.0882,10.097,4.343,-0.43669,8.8398,-2.9295,-12.995,7.563,-2.1736,-6.7362,-3.4847,-0.56188,-1.6739,-1.7811,-0.88011,2.5432,-3.2432,-4.1261,-9.5586,-4.333,1.6449,-2.9519,-2.6332,-1.3428,-1.6668,-2.3,0.81333,-3.8323,-1.4448,-1.3665,-0.53352,-4.2717,-0.60248
